company_name,ticker,is_etf
코리아써키트,007810.KS,False
송원산업,004430.KS,False
농심홀딩스,072710.KS,False
엘브이엠씨홀딩스,900140.KS,False
광동제약,009290.KS,False
모토닉,009680.KS,False
한국철강,104700.KS,False
한진,002320.KS,False
한농화성,011500.KS,False
HD현대에너지솔루션,322000.KS,False
LX하우시스,108670.KS,False
디앤디플랫폼리츠,377190.KS,False
부국증권,001270.KS,False
교촌에프앤비,339770.KS,False
삼화전기,009470.KS,False
화승인더,006060.KS,False
삼익THK,004380.KS,False
KISCO홀딩스,001940.KS,False
DB,012030.KS,False
한일현대시멘트,006390.KS,False
에어부산,298690.KS,False
KG케미칼,001390.KS,False
삼일제약,000520.KS,False
신성이엔지,011930.KS,False
LG생활건강우,051905.KS,False
아이마켓코리아,122900.KS,False
이리츠코크렙,088260.KS,False
제주은행,006220.KS,False
잇츠한불,226320.KS,False
케이씨,029460.KS,False
화신,010690.KS,False
유진투자증권,001200.KS,False
넥스틸,092790.KS,False
CR홀딩스,000480.KS,False
DB금융투자,016610.KS,False
한국토지신탁,034830.KS,False
NH투자증권우,005945.KS,False
SIMPAC,009160.KS,False
포스코스틸리온,058430.KS,False
한화갤러리아,452260.KS,False
대원전선,006340.KS,False
삼진제약,005500.KS,False
서울가스,017390.KS,False
휴스틸,005010.KS,False
대덕,008060.KS,False
신대양제지,016590.KS,False
대한제당,001790.KS,False
콜마홀딩스,024720.KS,False
이연제약,102460.KS,False
삼영무역,002810.KS,False
에이프로젠,007460.KS,False
넥센,005720.KS,False
동국홀딩스,001230.KS,False
광주신세계,037710.KS,False
세방,004360.KS,False
대원강업,000430.KS,False
코오롱ENP,138490.KS,False
KPX홀딩스,092230.KS,False
TYM,002900.KS,False
삼양패키징,272550.KS,False
종근당홀딩스,001630.KS,False
SK증권,001510.KS,False
인스코비,006490.KS,False
도화엔지니어링,002150.KS,False
JW홀딩스,096760.KS,False
이지스밸류리츠,334890.KS,False
삼성SDI우,006405.KS,False
GS글로벌,001250.KS,False
대성에너지,117580.KS,False
한국화장품제조,003350.KS,False
HDC랩스,039570.KS,False
대한제분,001130.KS,False
알루코,001780.KS,False
스카이라이프,053210.KS,False
코오롱,002020.KS,False
HLB글로벌,003580.KS,False
주성코퍼레이션,109070.KS,False
일양약품,007570.KS,False
환인제약,016580.KS,False
삼부토건,001470.KS,False
흥국화재,000540.KS,False
한솔제지,213500.KS,False
KPX케미칼,025000.KS,False
조일알미늄,018470.KS,False
삼영전자,005680.KS,False
제이에스코퍼레이션,194370.KS,False
일성아이에스,003120.KS,False
하이트진로홀딩스,000140.KS,False
KSS해운,044450.KS,False
이월드,084680.KS,False
현대비앤지스틸,004560.KS,False
디아이씨,092200.KS,False
동국씨엠,460850.KS,False
신세계 I&C,035510.KS,False
현대차증권,001500.KS,False
오리엔트바이오,002630.KS,False
서흥,008490.KS,False
한미글로벌,053690.KS,False
동성케미컬,102260.KS,False
신한서부티엔디리츠,404990.KS,False
코람코더원리츠,417310.KS,False
동아지질,028100.KS,False
LG헬로비전,037560.KS,False
모나용평,070960.KS,False
에이블씨엔씨,078520.KS,False
일신방직,003200.KS,False
콘텐트리중앙,036420.KS,False
대교,019680.KS,False
하나제약,293480.KS,False
노루홀딩스,000320.KS,False
남선알미늄,008350.KS,False
성신양회,004980.KS,False
일진홀딩스,015860.KS,False
웅진씽크빅,095720.KS,False
무학,033920.KS,False
롯데하이마트,071840.KS,False
삼성전기우,009155.KS,False
해태제과식품,101530.KS,False
AJ네트웍스,095570.KS,False
경농,002100.KS,False
토니모리,214420.KS,False
일진다이아,081000.KS,False
KEC,092220.KS,False
삼화페인트,000390.KS,False
CJ제일제당 우,097955.KS,False
조선내화,462520.KS,False
동화약품,000020.KS,False
사조산업,007160.KS,False
LG우,003555.KS,False
진양홀딩스,100250.KS,False
경방,000050.KS,False
코오롱글로벌,003070.KS,False
BYC,001460.KS,False
무림P&P,009580.KS,False
미원화학,134380.KS,False
경보제약,214390.KS,False
경동인베스트,012320.KS,False
한국공항,005430.KS,False
한국석유,004090.KS,False
미원홀딩스,107590.KS,False
일성건설,013360.KS,False
일신석재,007110.KS,False
그린케미칼,083420.KS,False
JW생명과학,234080.KS,False
퍼스텍,010820.KS,False
코오롱모빌리티그룹,450140.KS,False
제일약품,271980.KS,False
금호석유우,011785.KS,False
우진,105840.KS,False
서연,007860.KS,False
한국무브넥스,010100.KS,False
다올투자증권,030210.KS,False
진원생명과학,011000.KS,False
대영포장,014160.KS,False
삼성출판사,068290.KS,False
삼영,003720.KS,False
한독,002390.KS,False
대유플러스,000300.KS,False
에이프로젠바이오로직스,003060.KS,False
한세예스24홀딩스,016450.KS,False
동양,001520.KS,False
이수화학,005950.KS,False
강남제비스코,000860.KS,False
S-Oil우,010955.KS,False
아주스틸,139990.KS,False
대동전자,008110.KS,False
대신증권2우B,003547.KS,False
현대리바트,079430.KS,False
미창석유,003650.KS,False
한국제지,027970.KS,False
대성산업,128820.KS,False
노루페인트,090350.KS,False
한양증권,001750.KS,False
NH올원리츠,400760.KS,False
NPC,004250.KS,False
효성화학,298000.KS,False
SG글로벌,001380.KS,False
유니퀘스트,077500.KS,False
SK디앤디,210980.KS,False
방림,003610.KS,False
삼성제약,001360.KS,False
이구산업,025820.KS,False
대창단조,015230.KS,False
이지스레지던스리츠,350520.KS,False
벽산,007210.KS,False
유니켐,011330.KS,False
삼양통상,002170.KS,False
태경산업,015890.KS,False
태림포장,011280.KS,False
유수홀딩스,000700.KS,False
대한화섬,003830.KS,False
사조동아원,008040.KS,False
신세계건설,034300.KS,False
한국주철관,000970.KS,False
신원,009270.KS,False
신라교역,004970.KS,False
금호에이치티,214330.KS,False
한솔테크닉스,004710.KS,False
태경케미컬,006890.KS,False
아남전자,008700.KS,False
신흥,004080.KS,False
자이에스앤디,317400.KS,False
선진,136490.KS,False
효성ITX,094280.KS,False
STX,011810.KS,False
디와이파워,210540.KS,False
CJ우,001045.KS,False
삼성물산우B,02826K.KS,False
티와이홀딩스,363280.KS,False
아시아나IDT,267850.KS,False
페이퍼코리아,001020.KS,False
AK홀딩스,006840.KS,False
수산중공업,017550.KS,False
에스엠벡셀,010580.KS,False
디씨엠,024090.KS,False
태경비케이,014580.KS,False
진양산업,003780.KS,False
덕성,004830.KS,False
아모레G3우(전환),00279K.KS,False
유한양행우,000105.KS,False
KH 필룩스,033180.KS,False
키다리스튜디오,020120.KS,False
두산2우B,000157.KS,False
대창,012800.KS,False
유화증권,003460.KS,False
신세계푸드,031440.KS,False
경인양행,012610.KS,False
진흥기업,002780.KS,False
극동유화,014530.KS,False
KIB플러그에너지,015590.KS,False
조선선재,120030.KS,False
KTcs,058850.KS,False
샘표식품,248170.KS,False
금강공업,014280.KS,False
태양금속,004100.KS,False
HS애드,035000.KS,False
샘표,007540.KS,False
SJG세종,033530.KS,False
계룡건설,013580.KS,False
HS효성,487570.KS,False
동남합성,023450.KS,False
제일파마홀딩스,002620.KS,False
휴니드,005870.KS,False
KCTC,009070.KS,False
청호ICT,012600.KS,False
종근당바이오,063160.KS,False
삼익악기,002450.KS,False
세아특수강,019440.KS,False
CJ씨푸드,011150.KS,False
HDC현대EP,089470.KS,False
동일고무벨트,163560.KS,False
대성홀딩스,016710.KS,False
현대약품,004310.KS,False
한신기계,011700.KS,False
삼성공조,006660.KS,False
한국수출포장,002200.KS,False
모나리자,012690.KS,False
디와이,013570.KS,False
광전자,017900.KS,False
한국화장품,123690.KS,False
동인기연,111380.KS,False
인천도시가스,034590.KS,False
국제약품,002720.KS,False
미래에셋글로벌리츠,396690.KS,False
우신시스템,017370.KS,False
신일전자,002700.KS,False
동양철관,008970.KS,False
경동도시가스,267290.KS,False
동방,004140.KS,False
대현,016090.KS,False
한진중공업홀딩스,003480.KS,False
한국특강,007280.KS,False
동성제약,002210.KS,False
진양화학,051630.KS,False
한솔홀딩스,004150.KS,False
크라운제과,264900.KS,False
금호건설,002990.KS,False
SK이노베이션우,096775.KS,False
NI스틸,008260.KS,False
조흥,002600.KS,False
동일산업,004890.KS,False
인지컨트롤스,023800.KS,False
한컴라이프케어,372910.KS,False
유니온머티리얼,047400.KS,False
현대코퍼레이션홀딩스,227840.KS,False
와이투솔루션,011690.KS,False
HS화성,002460.KS,False
KTis,058860.KS,False
제일연마,001560.KS,False
유니온,000910.KS,False
에이플러스에셋,244920.KS,False
삼원강재,023000.KS,False
동원금속,018500.KS,False
신영와코루,005800.KS,False
사조씨푸드,014710.KS,False
만호제강,001080.KS,False
대호에이엘,069460.KS,False
덕양산업,024900.KS,False
두올,016740.KS,False
성창기업지주,000180.KS,False
휴비스,079980.KS,False
깨끗한나라,004540.KS,False
성안머티리얼스,011300.KS,False
DRB동일,004840.KS,False
한국내화,010040.KS,False
범양건영,002410.KS,False
무림페이퍼,009200.KS,False
황금에스티,032560.KS,False
신송홀딩스,006880.KS,False
CS홀딩스,000590.KS,False
코스맥스비티아이,044820.KS,False
HL D&I,014790.KS,False
남양유업우,003925.KS,False
세이브존I&C,067830.KS,False
NH프라임리츠,338100.KS,False
팜스코,036580.KS,False
텔코웨어,078000.KS,False
동방아그로,007590.KS,False
사조오양,006090.KS,False
영보화학,014440.KS,False
크라운해태홀딩스,005740.KS,False
티웨이홀딩스,004870.KS,False
화승코퍼레이션,013520.KS,False
써니전자,004770.KS,False
팜젠사이언스,004720.KS,False
부산산업,011390.KS,False
세원정공,021820.KS,False
동부건설,005960.KS,False
남광토건,001260.KS,False
대구백화점,006370.KS,False
까뮤이앤씨,013700.KS,False
유유제약,000220.KS,False
한솔홈데코,025750.KS,False
형지엘리트,093240.KS,False
일동홀딩스,000230.KS,False
조광페인트,004910.KS,False
한신공영,004960.KS,False
삼호개발,010960.KS,False
진양폴리,010640.KS,False
평화홀딩스,010770.KS,False
TP,007980.KS,False
신한글로벌액티브리츠,481850.KS,False
고려산업,002140.KS,False
웅진,016880.KS,False
호전실업,111110.KS,False
인터지스,129260.KS,False
인바이오젠,101140.KS,False
엔케이,085310.KS,False
테이팩스,055490.KS,False
GS우,078935.KS,False
쌍방울,102280.KS,False
지엠비코리아,013870.KS,False
기신정기,092440.KS,False
평화산업,090080.KS,False
이엔플러스,074610.KS,False
유엔젤,072130.KS,False
SK우,03473K.KS,False
콤텍시스템,031820.KS,False
화천기계,010660.KS,False
혜인,003010.KS,False
세원이앤씨,091090.KS,False
광명전기,017040.KS,False
삼화왕관,004450.KS,False
화천기공,000850.KS,False
SG세계물산,004060.KS,False
대림B&Co,005750.KS,False
STX그린로지스,465770.KS,False
부국증권우,001275.KS,False
보락,002760.KS,False
새론오토모티브,075180.KS,False
보해양조,000890.KS,False
미래에셋증권우,006805.KS,False
IHQ,003560.KS,False
DSR,155660.KS,False
삼정펄프,009770.KS,False
두산퓨얼셀1우,33626K.KS,False
비상교육,100220.KS,False
상신브레이크,041650.KS,False
한솔로지스틱스,009180.KS,False
미래에셋맵스리츠,357250.KS,False
동양피스톤,092780.KS,False
하이스틸,071090.KS,False
서원,021050.KS,False
한국종합기술,023350.KS,False
인디에프,014990.KS,False
대양금속,009190.KS,False
이건산업,008250.KS,False
금비,008870.KS,False
인팩,023810.KS,False
다스코,058730.KS,False
엑시큐어하이트론,019490.KS,False
아모레G우,002795.KS,False
삼일씨엔에스,004440.KS,False
이스타코,015020.KS,False
영풍제지,006740.KS,False
화승알앤에이,378850.KS,False
명문제약,017180.KS,False
조비,001550.KS,False
천일고속,000650.KS,False
티에이치엔,019180.KS,False
갤럭시아에스엠,011420.KS,False
플레이그램,009810.KS,False
SH에너지화학,002360.KS,False
마니커,027740.KS,False
코오롱인더우,120115.KS,False
현대건설우,000725.KS,False
케이비아이동국실업,001620.KS,False
메타케어,118000.KS,False
선도전기,007610.KS,False
서울식품,004410.KS,False
씨아이테크,004920.KS,False
DSR제강,069730.KS,False
한일철강,002220.KS,False
삼화전자,011230.KS,False
DL이앤씨2우(전환),37550L.KS,False
롯데칠성우,005305.KS,False
아진전자부품,009320.KS,False
씨티알모빌리티,308170.KS,False
부국철강,026940.KS,False
윌비스,008600.KS,False
문배철강,008420.KS,False
웰바이오텍,010600.KS,False
성보화학,003080.KS,False
시디즈,134790.KS,False
유성기업,002920.KS,False
미래산업,025560.KS,False
한화솔루션우,009835.KS,False
에쓰씨엔지니어링,023960.KS,False
대유에이텍,002880.KS,False
마스턴프리미어리츠,357430.KS,False
케이탑리츠,145270.KS,False
일진디스플,020760.KS,False
상상인증권,001290.KS,False
SJM홀딩스,025530.KS,False
우성,006980.KS,False
금호전기,001210.KS,False
SJM,123700.KS,False
SK케미칼우,28513K.KS,False
영화금속,012280.KS,False
SK디스커버리우,006125.KS,False
한익스프레스,014130.KS,False
한창제지,009460.KS,False
계양전기,012200.KS,False
핸즈코퍼레이션,143210.KS,False
신풍,002870.KS,False
영흥,012160.KS,False
체시스,033250.KS,False
유니드비티플러스,446070.KS,False
대원화성,024890.KS,False
우진플라임,049800.KS,False
모나미,005360.KS,False
다이나믹디자인,145210.KS,False
남성,004270.KS,False
세우글로벌,013000.KS,False
부산주공,005030.KS,False
대림통상,006570.KS,False
MH에탄올,023150.KS,False
유안타증권우,003475.KS,False
유화증권우,003465.KS,False
솔루스첨단소재1우,33637K.KS,False
한세엠케이,069640.KS,False
화인베스틸,133820.KS,False
한국전자홀딩스,006200.KS,False
DL이앤씨우,37550K.KS,False
SUN&L,002820.KS,False
온타이드,005320.KS,False
메타랩스,090370.KS,False
국보,001140.KS,False
KC코트렐,119650.KS,False
DL우,000215.KS,False
원림,005820.KS,False
에넥스,011090.KS,False
신풍제약우,019175.KS,False
전방,000950.KS,False
한화투자증권우,003535.KS,False
이화산업,000760.KS,False
한성기업,003680.KS,False
경인전자,009140.KS,False
참엔지니어링,009310.KS,False
코아스,071950.KS,False
세방우,004365.KS,False
세기상사,002420.KS,False
WISCOM,024070.KS,False
대한방직,001070.KS,False
BYC우,001465.KS,False
성문전자,014910.KS,False
KR모터스,000040.KS,False
태원물산,001420.KS,False
호텔신라우,008775.KS,False
동일제강,002690.KS,False
한솔PNS,010420.KS,False
주연테크,044380.KS,False
대한항공우,003495.KS,False
대교우B,019685.KS,False
비비안,002070.KS,False
미래아이앤지,007120.KS,False
아센디오,012170.KS,False
대상우,001685.KS,False
우진아이엔에스,010400.KS,False
동원수산,030720.KS,False
두산퓨얼셀2우B,33626L.KS,False
한창,005110.KS,False
에이엔피,015260.KS,False
TBH글로벌,084870.KS,False
진도,088790.KS,False
대상홀딩스우,084695.KS,False
롯데지주우,00499K.KS,False
KC그린홀딩스,009440.KS,False
한국ANKOR유전,152550.KS,False
동양고속,084670.KS,False
한국주강,025890.KS,False
LX하우시스우,108675.KS,False
녹십자홀딩스2우,005257.KS,False
덕성우,004835.KS,False
삼양홀딩스우,000075.KS,False
넥센타이어1우B,002355.KS,False
제이준코스메틱,025620.KS,False
코리아써우,007815.KS,False
SHD,001770.KS,False
대덕전자1우,35320K.KS,False
하이트진로2우B,000087.KS,False
태양금속우,004105.KS,False
솔루스첨단소재2우B,33637L.KS,False
스타에스엠리츠,204210.KS,False
대한제당우,001795.KS,False
에이리츠,140910.KS,False
코오롱우,002025.KS,False
한진칼우,18064K.KS,False
일정실업,008500.KS,False
NPC우,004255.KS,False
JW중외제약2우B,001067.KS,False
LX홀딩스1우,38380K.KS,False
대원전선우,006345.KS,False
코오롱글로벌우,003075.KS,False
유유제약1우,000225.KS,False
삼양사우,145995.KS,False
넥센우,005725.KS,False
코오롱모빌리티그룹우,45014K.KS,False
JW중외제약우,001065.KS,False
대덕1우,00806K.KS,False
한국패러랠,168490.KS,False
한화우,000885.KS,False
성신양회우,004985.KS,False
크라운제과우,26490K.KS,False
노루홀딩스우,000325.KS,False
한화갤러리아우,45226K.KS,False
SK증권우,001515.KS,False
한양증권우,001755.KS,False
노루페인트우,090355.KS,False
일양약품우,007575.KS,False
티와이홀딩스우,36328K.KS,False
동원시스템즈우,014825.KS,False
하이트진로홀딩스우,000145.KS,False
남선알미우,008355.KS,False
크라운해태홀딩스우,005745.KS,False
계양전기우,012205.KS,False
동부건설우,005965.KS,False
깨끗한나라우,004545.KS,False
코리아써키트2우B,00781K.KS,False
금호건설우,002995.KS,False
흥국화재우,000545.KS,False
금강공업우,014285.KS,False
CJ씨푸드1우,011155.KS,False
유유제약2우B,000227.KS,False
