company_name,ticker,is_etf
한선엔지니어링,452280.KQ,False
지앤비에스 에코,382800.KQ,False
부방,014470.KQ,False
엔바이오니아,317870.KQ,False
이브이첨단소재,131400.KQ,False
대보마그네틱,290670.KQ,False
하이로닉,149980.KQ,False
와이엠텍,273640.KQ,False
한국경제TV,039340.KQ,False
새로닉스,042600.KQ,False
코리아에프티,123410.KQ,False
이지케어텍,099750.KQ,False
블루엠텍,439580.KQ,False
켐트로스,220260.KQ,False
크리스탈신소재,900250.KQ,False
코아스템켐온,166480.KQ,False
HLB제넥스,187420.KQ,False
지니뮤직,043610.KQ,False
푸른저축은행,007330.KQ,False
경남스틸,039240.KQ,False
차이커뮤니케이션,351870.KQ,False
케이알엠,093640.KQ,False
오파스넷,173130.KQ,False
M83,476080.KQ,False
티라유텍,322180.KQ,False
싸이맥스,160980.KQ,False
제로투세븐,159580.KQ,False
SBI인베스트먼트,019550.KQ,False
아이씨티케이,456010.KQ,False
에이치이엠파마,376270.KQ,False
현대이지웰,090850.KQ,False
서울옥션,063170.KQ,False
청담글로벌,362320.KQ,False
대원산업,005710.KQ,False
APS,054620.KQ,False
바이오에프디엔씨,251120.KQ,False
퓨처코어,151910.KQ,False
코웰패션,033290.KQ,False
농우바이오,054050.KQ,False
휴먼테크놀로지,175140.KQ,False
빅텍,065450.KQ,False
라온시큐어,042510.KQ,False
특수건설,026150.KQ,False
네온테크,306620.KQ,False
플리토,300080.KQ,False
큐라클,365270.KQ,False
에이팩트,200470.KQ,False
우수AMS,066590.KQ,False
제이아이테크,417500.KQ,False
이랜텍,054210.KQ,False
네오이뮨텍,950220.KQ,False
제이스코홀딩스,023440.KQ,False
SBI핀테크솔루션즈,950110.KQ,False
트루엔,417790.KQ,False
메드팩토,235980.KQ,False
LK삼양,225190.KQ,False
와이엔텍,067900.KQ,False
서호전기,065710.KQ,False
강스템바이오텍,217730.KQ,False
신테카바이오,226330.KQ,False
금양그린파워,282720.KQ,False
크리스에프앤씨,110790.KQ,False
알에프텍,061040.KQ,False
나노엔텍,039860.KQ,False
풍국주정,023900.KQ,False
조이시티,067000.KQ,False
노을,376930.KQ,False
플래스크,041590.KQ,False
인포바인,115310.KQ,False
나우IB,293580.KQ,False
엔에스이엔엠,078860.KQ,False
아모그린텍,125210.KQ,False
와이바이오로직스,338840.KQ,False
MDS테크,086960.KQ,False
진로발효,018120.KQ,False
태웅로직스,124560.KQ,False
대원미디어,048910.KQ,False
케이엔알시스템,199430.KQ,False
제이씨현시스템,033320.KQ,False
아이씨디,040910.KQ,False
에이치피오,357230.KQ,False
솔본,035610.KQ,False
레이언스,228850.KQ,False
한국첨단소재,062970.KQ,False
한스바이오메드,042520.KQ,False
상신이디피,091580.KQ,False
예스24,053280.KQ,False
코칩,126730.KQ,False
엔지켐생명과학,183490.KQ,False
티쓰리,204610.KQ,False
헬릭스미스,084990.KQ,False
에이엘티,172670.KQ,False
에스트래픽,234300.KQ,False
유비쿼스,264450.KQ,False
퓨릿,445180.KQ,False
수산아이앤티,050960.KQ,False
꿈비,407400.KQ,False
에코플라스틱,038110.KQ,False
대명소노시즌,007720.KQ,False
노브랜드,145170.KQ,False
유니트론텍,142210.KQ,False
율호,072770.KQ,False
오킨스전자,080580.KQ,False
세운메디칼,100700.KQ,False
고스트스튜디오,950190.KQ,False
에어레인,163280.KQ,False
엠에스씨,009780.KQ,False
세보엠이씨,011560.KQ,False
홈센타홀딩스,060560.KQ,False
파로스아이바이오,388870.KQ,False
인피니트헬스케어,071200.KQ,False
옵투스제약,131030.KQ,False
리메드,302550.KQ,False
팅크웨어,084730.KQ,False
에이에스텍,453860.KQ,False
파세코,037070.KQ,False
세코닉스,053450.KQ,False
피앤에스미캐닉스,460940.KQ,False
코아시아,045970.KQ,False
모베이스전자,012860.KQ,False
에이텍모빌리티,224110.KQ,False
엔젯,419080.KQ,False
KNN,058400.KQ,False
리드코프,012700.KQ,False
에이티넘인베스트,021080.KQ,False
위닉스,044340.KQ,False
공구우먼,366030.KQ,False
야스,255440.KQ,False
아진산업,013310.KQ,False
엠벤처투자,019590.KQ,False
삼아제약,009300.KQ,False
아이비김영,339950.KQ,False
LB인베스트먼트,309960.KQ,False
선광,003100.KQ,False
스튜디오미르,408900.KQ,False
서플러스글로벌,140070.KQ,False
에이비프로바이오,195990.KQ,False
지오엘리먼트,311320.KQ,False
샤페론,378800.KQ,False
지니언스,263860.KQ,False
메카로,241770.KQ,False
메타바이오메드,059210.KQ,False
남화산업,111710.KQ,False
엠게임,058630.KQ,False
엘티씨,170920.KQ,False
시지메드텍,056090.KQ,False
3S,060310.KQ,False
테라젠이텍스,066700.KQ,False
에스피시스템스,317830.KQ,False
대성창투,027830.KQ,False
신스틸,162300.KQ,False
덴티스,261200.KQ,False
삼보모터스,053700.KQ,False
