company_name,ticker,is_etf
케이티,030200.KS,False
네이버,035420.KS,False
엘지,003550.KS,False
넵툰,217270.KQ,False
NEPTUNE,217270.KQ,False
KT알파,036030.KQ,False
하이닉스,000660.KS,False
팔란티어,PLTR,False
